012301,登別市,のぼりべつし,059-8701,登別市中央町6-11,0143-85-2111
012319,恵庭市,えにわし,061-1498,恵庭市京町1,0123-33-3131
012335,伊達市,だてし,052-0024,伊達市鹿島町20-1,0142-23-3331
012343,北広島市,きたひろしまし,061-1192,北広島市中央4-2-1,011-372-3311
012351,石狩市,いしかりし,061-3292,石狩市花川北6条1-30-2,0133-72-3111
012360,北斗市,ほくとし,049-0192,北斗市中央1-3-10,0138-73-3111
013030,当別町,とうべつちょう,061-0292,石狩郡当別町白樺町58-9,0133-23-2330
013048,新篠津村,しんしのつむら,068-1192,石狩郡新篠津村第47線北13,0126-57-2111
013315,松前町,まつまえちょう,049-1592,松前郡松前町字福山248番地1,0139-42-2275
013323,福島町,ふくしまちょう,049-1392,松前郡福島町字福島820,0139-47-3001
013331,知内町,しりうちちょう,049-1103,上磯郡知内町字重内21-1,01392-5-6161
013340,木古内町,きこないちょう,049-0422,上磯郡木古内町字本町218,01392-2-3131
013374,七飯町,ななえちょう,041-1192,亀田郡七飯町本町6丁目1-1,0138-65-2511
013439,鹿部町,しかべちょう,041-1498,茅部郡鹿部町字宮浜299,01372-7-2111
013455,森町,もりまち,049-2393,茅部郡森町字御幸町144-1,01374-2-2181
013463,八雲町,やくもちょう,049-3192,二海郡八雲町住初町138,0137-62-2111
013471,長万部町,おしゃまんべちょう,049-3592,山越郡長万部町字長万部453-1,01377-2-2000
013617,江差町,えさしちょう,043-8560,檜山郡江差町字中歌町193-1,0139-52-1020
013625,上ノ国町,かみのくにちょう,049-0698,檜山郡上ノ国町字大留100,0139-55-2311
013633,厚沢部町,あっさぶちょう,043-1113,檜山郡厚沢部町新町207,0139-64-3311
013641,乙部町,おとべちょう,043-0103,爾志郡乙部町字緑町388,0139-62-2311
013676,奥尻町,おくしりちょう,043-1498,奥尻郡奥尻町字奥尻806,01397-2-3111
013706,今金町,いまかねちょう,049-4393,瀬棚郡今金町字今金48-1,0137-82-0111
013714,せたな町,せたなちょう,049-4592,久遠郡せたな町北檜山区徳島63-1,0137-84-5111
013919,島牧村,しままきむら,048-0621,島牧郡島牧村字泊83-1,0136-75-6211
013927,寿都町,すっつちょう,048-0406,寿都郡寿都町字渡島町140-1,0136-62-2511
013935,黒松内町,くろまつないちょう,048-0192,寿都郡黒松内町字黒松内302-1,0136-72-3311
013943,蘭越町,らんこしちょう,048-1392,磯谷郡蘭越町蘭越町258-5,0136-57-5111
013951,ニセコ町,にせこちょう,048-1595,虻田郡ニセコ町字富士見47,0136-44-2121
013960,真狩村,まっかりむら,048-1631,虻田郡真狩村字真狩118,0136-45-2121
013978,留寿都村,るすつむら,048-1731,虻田郡留寿都村字留寿都175,0136-46-3131
013986,喜茂別町,きもべつちょう,044-0292,虻田郡喜茂別町字喜茂別123,0136-33-2211
013994,京極町,きょうごくちょう,044-0101,虻田郡京極町字京極527,0136-42-2111
014001,倶知安町,くっちゃんちょう,044-0001,虻田郡倶知安町北1条東3-3,0136-22-1121
014010,共和町,きょうわちょう,048-2292,岩内郡共和町南幌似38-2,0135-73-2011
014028,岩内町,いわないちょう,045-8555,岩内郡岩内町字高台134-1,0135-62-1011
014036,泊村,とまりむら,045-0202,古宇郡泊村大字茅沼村字臼別191-7,0135-75-2021
014044,神恵内村,かもえないむら,045-0301,古宇郡神恵内村大字神恵内村81-4,0135-76-5011
014052,積丹町,しゃこたんちょう,046-0292,積丹郡積丹町大字美国町字船澗48,0135-44-2111
014061,古平町,ふるびらちょう,046-0192,古平郡古平町大字浜町40-4,0135-42-2181
014079,仁木町,にきちょう,048-2492,余市郡仁木町西町1-36-1,0135-32-2511
014087,余市町,よいちちょう,046-8546,余市郡余市町朝日町26,0135-21-2111
014095,赤井川村,あかいがわむら,046-0592,余市郡赤井川村字赤井川74-2,0135-34-6211
014231,南幌町,なんぽろちょう,069-0292,空知郡南幌町栄町3-2-1,011-378-2121
014249,奈井江町,ないえちょう,079-0392,空知郡奈井江町字奈井江11,0125-65-2111
014257,上砂川町,かみすながわちょう,073-0292,空知郡上砂川町字上砂川町40-10,0125-62-2011
014273,由仁町,ゆにちょう,069-1292,夕張郡由仁町新光200,0123-83-2111
014281,長沼町,ながぬまちょう,069-1392,夕張郡長沼町中央北1-1-1,0123-88-2111
014290,栗山町,くりやまちょう,069-1512,夕張郡栗山町松風3-252,0123-72-1111
014303,月形町,つきがたちょう,061-0592,樺戸郡月形町1219,0126-53-2321
014311,浦臼町,うらうすちょう,061-0692,樺戸郡浦臼町字ウラウスナイ183-15,0125-68-2111
014320,新十津川町,しんとつかわちょう,073-1103,樺戸郡新十津川町字中央301-1,0125-76-2131
014338,妹背牛町,もせうしちょう,079-0592,雨竜郡妹背牛町字妹背牛5200,0164-32-2411
014346,秩父別町,ちっぷべつちょう,078-2192,雨竜郡秩父別町4101,0164-33-2111
014362,雨竜町,うりゅうちょう,078-2692,雨竜郡雨竜町字フシコウリウ104,0125-77-2211
014371,北竜町,ほくりゅうちょう,078-2512,雨竜郡北竜町字和11-1,0164-34-2111
014389,沼田町,ぬまたちょう,078-2202,雨竜郡沼田町南1条3-6-53,0164-35-2111
014524,鷹栖町,たかすちょう,071-1292,上川郡鷹栖町南1条3丁目5番1号,0166-87-2111
014532,東神楽町,ひがしかぐらちょう,071-1592,上川郡東神楽町南1条西1丁目3-2,0166-83-2111
014541,当麻町,とうまちょう,078-1393,上川郡当麻町3条東2丁目11-1,0166-84-2111
014559,比布町,ぴっぷちょう,078-0392,上川郡比布町北町1-2-1,0166-85-2111
014567,愛別町,あいべつちょう,078-1492,上川郡愛別町字本町179,01658-6-5111
014575,上川町,かみかわちょう,078-1753,上川郡上川町南町180,01658-2-1211
014583,東川町,ひがしかわちょう,071-1492,上川郡東川町東町1-16-1,0166-82-2111
014591,美瑛町,びえいちょう,071-0292,上川郡美瑛町本町4-6-1,0166-92-1111
014605,上富良野町,かみふらのちょう,071-0596,空知郡上富良野町大町2-2-11,0167-45-6400
014613,中富良野町,なかふらのちょう,071-0795,空知郡中富良野町本町9-1,0167-44-2122
014621,南富良野町,みなみふらのちょう,079-2402,空知郡南富良野町字幾寅867,0167-52-2112
014630,占冠村,しむかっぷむら,079-2201,勇払郡占冠村字中央,0167-56-2121
014648,和寒町,わっさむちょう,098-0192,上川郡和寒町字西町120,0165-32-2421
014656,剣淵町,けんぶちちょう,098-0392,上川郡剣淵町仲町37-1,0165-34-2121
014681,下川町,しもかわちょう,098-1206,上川郡下川町幸町63,01655-4-2511
014699,美深町,びふかちょう,098-2252,中川郡美深町字西町18,01656-2-1611
014702,音威子府村,おといねっぷむら,098-2501,中川郡音威子府村字音威子府444-1,01656-5-3311
014711,中川町,なかがわちょう,098-2892,中川郡中川町字中川337,01656-7-2811
014729,幌加内町,ほろかないちょう,074-0492,雨竜郡幌加内町字幌加内4699,0165-35-2121
014818,増毛町,ましけちょう,077-0292,増毛郡増毛町弁天町3-61,0164-53-1111
014826,小平町,おびらちょう,078-3392,留萌郡小平町字小平町216,0164-56-2111
014834,苫前町,とままえちょう,078-3792,苫前郡苫前町字旭37-1,0164-64-2211
014842,羽幌町,はぼろちょう,078-4198,苫前郡羽幌町南町1-1,0164-62-1211
014851,初山別村,しょさんべつむら,078-4492,苫前郡初山別村字初山別96-1,0164-67-2211
014869,遠別町,えんべつちょう,098-3543,天塩郡遠別町字本町3-37,01632-7-2111
014877,天塩町,てしおちょう,098-3398,天塩郡天塩町新栄通8丁目,01632-2-1001
015113,猿払村,さるふつむら,098-6232,宗谷郡猿払村鬼志別西町172-1,01635-2-3131
015121,浜頓別町,はまとんべつちょう,098-5792,枝幸郡浜頓別町中央南1,01634-2-2345
015130,中頓別町,なかとんべつちょう,098-5595,枝幸郡中頓別町字中頓別172-6,01634-6-1111
015148,枝幸町,えさしちょう,098-5892,枝幸郡枝幸町本町916,0163-62-1234
015164,豊富町,とよとみちょう,098-4110,天塩郡豊富町大通6丁目,0162-82-1001
015172,礼文町,れぶんちょう,097-1201,礼文郡礼文町大字香深村字トンナイ558-5,0163-86-1001
015181,利尻町,りしりちょう,097-0401,利尻郡利尻町沓形字緑町14-1,0163-84-2345
015199,利尻富士町,りしりふじちょう,097-0101,利尻郡利尻富士町鴛泊字富士野6,0163-82-1111
015202,幌延町,ほろのべちょう,098-3207,天塩郡幌延町宮園町1番地1,01632-5-1111
015431,美幌町,びほろちょう,092-8650,網走郡美幌町字東2条北2-25,0152-73-1111
015440,津別町,つべつちょう,092-0292,網走郡津別町字幸町41,0152-76-2151
015458,斜里町,しゃりちょう,099-4192,斜里郡斜里町本町12,0152-23-3131
015466,清里町,きよさとちょう,099-4492,斜里郡清里町羽衣町13,0152-25-2131
015474,小清水町,こしみずちょう,099-3698,斜里郡小清水町元町2-1-1,0152-62-2311
015491,訓子府町,くんねっぷちょう,099-1498,常呂郡訓子府町東町398,0157-47-2111
015504,置戸町,おけとちょう,099-1100,常呂郡置戸町字置戸181,0157-52-3311
015521,佐呂間町,さろまちょう,093-0592,常呂郡佐呂間町字永代町3-1,01587-2-1211
015555,遠軽町,えんがるちょう,099-0492,紋別郡遠軽町1条通北3-1-1,0158-42-4811
015598,湧別町,ゆうべつちょう,099-6592,紋別郡湧別町上湧別屯田市街地318,01586-2-2111
015601,滝上町,たきのうえちょう,099-5692,紋別郡滝上町字滝ノ上市街地4条通2-1,0158-29-2111
015610,興部町,おこっぺちょう,098-1692,紋別郡興部町字興部710,0158-82-2131
015628,西興部村,にしおこっぺむら,098-1501,紋別郡西興部村字西興部100,0158-87-2111
015636,雄武町,おうむちょう,098-1792,紋別郡雄武町本町,0158-84-2121
015644,大空町,おおぞらちょう,099-2392,網走郡大空町女満別西3条4丁目1-1,0152-74-2111
015717,豊浦町,とようらちょう,049-5492,虻田郡豊浦町字船見町10,0142-83-2121
015750,壮瞥町,そうべつちょう,052-0101,有珠郡壮瞥町字滝之町287-7,0142-66-2121
015784,白老町,しらおいちょう,059-0995,白老郡白老町大町1-1-1,0144-82-2121
015814,厚真町,あつまちょう,059-1692,勇払郡厚真町京町120,0145-27-2321
015849,洞爺湖町,とうやこちょう,049-5692,虻田郡洞爺湖町栄町58,0142-76-2121
015857,安平町,あびらちょう,059-1595,勇払郡安平町早来大町95,0145-22-2511
015865,むかわ町,むかわちょう,054-8660,勇払郡むかわ町美幸2-88,0145-42-2411
016012,日高町,ひだかちょう,059-2192,沙流郡日高町門別本町210-1,01456-2-5131
016021,平取町,びらとりちょう,055-0192,沙流郡平取町本町28,01457-2-2221
016047,新冠町,にいかっぷちょう,059-2492,新冠郡新冠町字北星町3-2,0146-47-2111
016071,浦河町,うらかわちょう,057-8511,浦河郡浦河町築地1-3-1,0146-22-2311
016080,様似町,さまにちょう,058-8501,様似郡様似町大通1-21,0146-36-2111
016098,えりも町,えりもちょう,058-0292,幌泉郡えりも町字本町206,01466-2-2111
016101,新ひだか町,しんひだかちょう,056-8650,日高郡新ひだか町静内御幸町3丁目2-50,0146-43-2111
016314,音更町,おとふけちょう,080-0198,河東郡音更町元町2,0155-42-2111
016322,士幌町,しほろちょう,080-1200,河東郡士幌町字士幌225,01564-5-2211
016331,上士幌町,かみしほろちょう,080-1492,河東郡上士幌町字上士幌東3線238,01564-2-2111
016349,鹿追町,しかおいちょう,081-0292,河東郡鹿追町東町1-15-1,0156-66-2311
016357,新得町,しんとくちょう,081-8501,上川郡新得町3条南4-26,0156-64-5111
016365,清水町,しみずちょう,089-0192,上川郡清水町南4条2-2,0156-62-2111
016373,芽室町,めむろちょう,082-8651,河西郡芽室町東2条2-14,0155-62-9720
016381,中札内村,なかさつないむら,089-1392,河西郡中札内村大通南2-3,0155-67-2311
016390,更別村,さらべつむら,089-1595,河西郡更別村字更別南1線93,0155-52-2111
016411,大樹町,たいきちょう,089-2195,広尾郡大樹町東本通33,01558-6-2111
016420,広尾町,ひろおちょう,089-2692,広尾郡広尾町西4条7-1,01558-2-2111
016438,幕別町,まくべつちょう,089-0692,中川郡幕別町本町130-1,0155-54-2111
016446,池田町,いけだちょう,083-8650,中川郡池田町西1条7-11,015-572-3111
016454,豊頃町,とよころちょう,089-5392,中川郡豊頃町茂岩本町125,015-574-2211
016462,本別町,ほんべつちょう,089-3392,中川郡本別町北2-4-1,0156-22-2141
016471,足寄町,あしょろちょう,089-3797,足寄郡足寄町北1条4-48-1,0156-25-2141
016489,陸別町,りくべつちょう,089-4311,足寄郡陸別町字陸別東1条3-1,0156-27-2141
016497,浦幌町,うらほろちょう,089-5692,十勝郡浦幌町字桜町15-6,015-576-2111
016616,釧路町,くしろちょう,088-0692,釧路郡釧路町別保1-1,0154-62-2111
016624,厚岸町,あっけしちょう,088-1192,厚岸郡厚岸町真栄3丁目1番地,0153-52-3131
016632,浜中町,はまなかちょう,088-1592,厚岸郡浜中町霧多布東4条1-35-1,0153-62-2111
016641,標茶町,しべちゃちょう,088-2312,川上郡標茶町川上4-2,015-485-2111
016659,弟子屈町,てしかがちょう,088-3292,川上郡弟子屈町中央2-3-1,015-482-2191
016675,鶴居村,つるいむら,085-1203,阿寒郡鶴居村鶴居西1-1,0154-64-2111
016683,白糠町,しらぬかちょう,088-0392,白糠郡白糠町西1条南1-1-1,01547-2-2171
016918,別海町,べつかいちょう,086-0205,野付郡別海町別海常盤町280,0153-75-2111
016926,中標津町,なかしべつちょう,086-1197,標津郡中標津町丸山2-22,0153-73-3111
016934,標津町,しべつちょう,086-1632,標津郡標津町北2条西1-1-3,0153-82-2131
016942,羅臼町,らうすちょう,086-1892,目梨郡羅臼町栄町100-83,0153-87-2111
022012,青森市,あおもりし,030-8555,青森市中央1-22-5,017-734-1111
022021,弘前市,ひろさきし,036-8551,弘前市大字上白銀町1-1,0172-35-1111
022039,八戸市,はちのへし,031-8686,八戸市内丸1-1-1,0178-43-2111
022047,黒石市,くろいしし,036-0396,黒石市大字市ノ町11-1,0172-52-2111
022055,五所川原市,ごしょがわらし,037-8686,五所川原市字布屋町41-1,0173-35-2111
022063,十和田市,とわだし,034-8615,十和田市西十二番町6-1,0176-23-5111
022071,三沢市,みさわし,033-8666,三沢市桜町1-1-38,0176-53-5111
022080,むつ市,むつし,035-8686,むつ市中央1丁目8-1,0175-22-1111
022098,つがる市,つがるし,038-3192,つがる市木造若緑61-1,0173-42-2111
022101,平川市,ひらかわし,036-0104,平川市柏木町藤山25-6,0172-44-1111
023019,平内町,ひらないまち,039-3393,東津軽郡平内町大字小湊字小湊63,017-755-2111
023035,今別町,いまべつまち,030-1502,東津軽郡今別町大字今別字今別167,0174-35-2001
023043,蓬田村,よもぎたむら,030-1211,東津軽郡蓬田村大字蓬田字汐越1-3,0174-27-2111
023078,外ヶ浜町,そとがはままち,030-1393,東津軽郡外ヶ浜町字蟹田高銅屋44-2,0174-31-1111
023213,鰺ヶ沢町,あじがさわまち,038-2792,西津軽郡鰺ヶ沢町大字本町209-2,0173-72-2111
023230,深浦町,ふかうらまち,038-2324,西津軽郡深浦町大字深浦字苗代沢84-2,0173-74-2111
023434,西目屋村,にしめやむら,036-1492,中津軽郡西目屋村大字田代字稲元144,0172-85-2111
023612,藤崎町,ふじさきまち,038-3803,南津軽郡藤崎町大字西豊田1-1,0172-75-3111
023621,大鰐町,おおわにまち,038-0292,南津軽郡大鰐町大字大鰐字羽黒館5-3,0172-48-2111
023671,田舎館村,いなかだてむら,038-1113,南津軽郡田舎館村大字田舎館字中辻123-1,0172-58-2111
023817,板柳町,いたやなぎまち,038-3692,北津軽郡板柳町大字板柳字土井239-3,0172-73-2111
023841,鶴田町,つるたまち,038-3595,北津軽郡鶴田町大字鶴田字早瀬200-1,0173-22-2111
023876,中泊町,なかどまりまち,037-0392,北津軽郡中泊町大字中里字紅葉坂209,0173-57-2111
024015,野辺地町,のへじまち,039-3131,上北郡野辺地町字野辺地123-1,0175-64-2111
024023,七戸町,しちのへまち,039-2792,上北郡七戸町字森ノ上131-4,0176-68-2111
024058,六戸町,ろくのへまち,039-2392,上北郡六戸町大字犬落瀬字前谷地60,0176-55-3111
024066,横浜町,よこはままち,039-4145,上北郡横浜町字寺下35,0175-78-2111
024082,東北町,とうほくまち,039-2492,上北郡東北町上北南4-32-484,0176-56-3111
024112,六ヶ所村,ろっかしょむら,039-3212,上北郡六ヶ所村大字尾駮字野附475,0175-72-2111
024121,おいらせ町,おいらせちょう,039-2192,上北郡おいらせ町中下田135-2,0178-56-2111
024236,大間町,おおままち,039-4692,下北郡大間町大字大間字奥戸下道20-4,0175-37-2111
024244,東通村,ひがしどおりむら,039-4292,下北郡東通村大字砂子又字沢内5-34,0175-27-2111
024252,風間浦村,かざまうらむら,039-4502,下北郡風間浦村大字易国間字大川目28-5,0175-35-2111
024261,佐井村,さいむら,039-4711,下北郡佐井村大字佐井字糠森20,0175-38-2111
024414,三戸町,さんのへまち,039-0198,三戸郡三戸町大字在府小路町43,0179-20-1111
024422,五戸町,ごのへまち,039-1513,三戸郡五戸町字古舘21-1,0178-62-2111
024431,田子町,たっこまち,039-0292,三戸郡田子町大字田子字天神堂平81,0179-20-7111
024457,南部町,なんぶちょう,039-0892,三戸郡南部町大字苫米地字下宿23-1,0178-84-2111
024465,階上町,はしかみちょう,039-1201,三戸郡階上町大字道仏字天当平1-87,0178-88-2111
024503,新郷村,しんごうむら,039-1801,三戸郡新郷村大字戸来字風呂前10,0178-78-2111
032018,盛岡市,もりおかし,020-8530,盛岡市内丸12-2,019-651-4111
032026,宮古市,みやこし,027-8501,宮古市宮町1-1-30,0193-62-2111
032034,大船渡市,おおふなとし,022-8501,大船渡市盛町字宇津野沢15,0192-27-3111
032051,花巻市,はなまきし,025-8601,花巻市花城町9-30,0198-24-2111
032069,北上市,きたかみし,024-8501,北上市芳町1-1,0197-64-2111
032077,久慈市,くじし,028-8030,久慈市川崎町1-1,0194-52-2111
032085,遠野市,とおのし,028-0592,遠野市中央通り9-1,0198-62-2111
032093,一関市,いちのせきし,021-8501,一関市竹山町7-2,0191-21-2111
032107,陸前高田市,りくぜんたかたし,029-2292,陸前高田市高田町字鳴石42-5,0192-54-2111
032115,釜石市,かまいしし,026-8686,釜石市只越町3-9-13,0193-22-2111
032131,二戸市,にのへし,028-6192,二戸市福岡字川又47,0195-23-3111
032140,八幡平市,はちまんたいし,028-7397,八幡平市野駄21-170,0195-74-2111
032158,奥州市,おうしゅうし,023-8501,奥州市水沢大手町1-1,0197-24-2111
032166,滝沢市,たきざわし,020-0692,滝沢市中鵜飼55,019-684-2111
033014,雫石町,しずくいしちょう,020-0595,岩手郡雫石町千刈田5-1,019-692-2111
033022,葛巻町,くずまきまち,028-5495,岩手郡葛巻町葛巻16-1-1,0195-66-2111
033031,岩手町,いわてまち,028-4395,岩手郡岩手町大字五日市10-44,0195-62-2111
033219,紫波町,しわちょう,028-3392,紫波郡紫波町紫波中央駅前2-3-1,019-672-2111
033227,矢巾町,やはばちょう,028-3692,紫波郡矢巾町大字南矢幅第13地割123番地,019-697-2111
033669,西和賀町,にしわがまち,029-5512,和賀郡西和賀町川尻40地割40番地71,0197-82-2111
033812,金ケ崎町,かねがさきちょう,029-4592,胆沢郡金ケ崎町西根南町22-1,0197-42-2111
034029,平泉町,ひらいずみちょう,029-4192,西磐井郡平泉町平泉字志羅山45-2,0191-46-2111
034410,住田町,すみたちょう,029-2396,気仙郡住田町世田米字川向88-1,0192-46-2111
034614,大槌町,おおつちちょう,028-1115,上閉伊郡大槌町上町1番3号,0193-42-2111
034827,山田町,やまだまち,028-1392,下閉伊郡山田町八幡町3-20,0193-82-3111
034835,岩泉町,いわいずみちょう,027-0595,下閉伊郡岩泉町岩泉字惣畑59-5,0194-22-2111
034843,田野畑村,たのはたむら,028-8407,下閉伊郡田野畑村田野畑143-1,0194-34-2111
034851,普代村,ふだいむら,028-8392,下閉伊郡普代村第9地割字銅屋13-2,0194-35-2111
035017,軽米町,かるまいまち,028-6302,九戸郡軽米町大字軽米10-85,0195-46-2111
035033,野田村,のだむら,028-8201,九戸郡野田村大字野田第20地割14,0194-78-2111
035068,九戸村,くのへむら,028-6502,九戸郡九戸村大字伊保内第10地割11番地6,0195-42-2111
035076,洋野町,ひろのちょう,028-7995,九戸郡洋野町種市23-27,0194-65-2111
035246,一戸町,いちのへまち,028-5311,二戸郡一戸町高善寺字大川鉢24-9,0195-33-2111
041009,仙台市,せんだいし,980-8671,仙台市青葉区国分町3-7-1,022-261-1111
041017,仙台市青葉区,せんだいしあおばく,980-8701,仙台市青葉区上杉1-5-1,022-225-7211
041025,仙台市宮城野区,せんだいしみやぎのく,983-8601,仙台市宮城野区五輪2-12-35,022-291-2111
041033,仙台市若林区,せんだいしわかばやしく,984-8601,仙台市若林区保春院前丁3-1,022-282-1111
041041,仙台市太白区,せんだいしたいはくく,982-8601,仙台市太白区長町南3-1-15,022-247-1111
041050,仙台市泉区,せんだいしいずみく,981-3189,仙台市泉区泉中央2-1-1,022-372-3111
042021,石巻市,いしのまきし,986-8501,石巻市穀町14-1,0225-95-1111
042030,塩竈市,しおがまし,985-8501,塩竈市旭町1-1,022-364-1111
042056,気仙沼市,けせんぬまし,988-8501,気仙沼市八日町1-1-1,0226-22-6600
042064,白石市,しろいしし,989-0292,白石市大手町1-1,0224-25-2111
042072,名取市,なとりし,981-1292,名取市増田字柳田80,022-384-2111
042081,角田市,かくだし,981-1592,角田市角田字大坊41,0224-63-2111
042099,多賀城市,たがじょうし,985-8531,多賀城市中央2-1-1,022-368-1141
042111,岩沼市,いわぬまし,989-2480,岩沼市桜1-6-20,0223-22-1111
042129,登米市,とめし,987-0511,登米市迫町佐沼字中江2-6-1,0220-22-2111
042137,栗原市,くりはらし,987-2293,栗原市築館薬師1-7-1,0228-22-1122
042145,東松島市,ひがしまつしまし,981-0503,東松島市矢本字上河戸36-1,0225-82-1111
042153,大崎市,おおさきし,989-6188,大崎市古川七日町1-1,0229-23-2111
042161,富谷市,とみやし,981-3392,富谷市富谷坂松田30,022-358-3111
043010,蔵王町,ざおうまち,989-0892,刈田郡蔵王町大字円田字西浦北10,0224-33-2211
043028,七ケ宿町,しちかしゅくまち,989-0592,刈田郡七ケ宿町字関126,0224-37-2111
043214,大河原町,おおがわらまち,989-1295,柴田郡大河原町字新南19,0224-53-2111
043222,村田町,むらたまち,989-1392,柴田郡村田町大字村田字迫6,0224-83-2111
043231,柴田町,しばたまち,989-1692,柴田郡柴田町船岡中央2-3-45,0224-55-2111
043249,川崎町,かわさきまち,989-1592,柴田郡川崎町大字前川字裏丁175-1,0224-84-2111
043419,丸森町,まるもりまち,981-2192,伊具郡丸森町字鳥屋120,0224-72-2111
043613,亘理町,わたりちょう,989-2393,亘理郡亘理町字下小路7-4,0223-34-1111
043621,山元町,やまもとちょう,989-2292,亘理郡山元町浅生原字作田山32,0223-37-1111
044016,松島町,まつしままち,981-0215,宮城郡松島町高城字帰命院下一19-1,022-354-5701
044041,七ヶ浜町,しちがはままち,985-8577,宮城郡七ヶ浜町東宮浜字丑谷辺5-1,022-357-2111
044067,利府町,りふちょう,981-0112,宮城郡利府町利府字新並松4,022-767-2111
044211,大和町,たいわちょう,981-3680,黒川郡大和町吉岡まほろば1-1-1,022-345-1111
044229,大郷町,おおさとちょう,981-3592,黒川郡大郷町粕川字西長崎5-8,022-359-3111
044245,大衡村,おおひらむら,981-3692,黒川郡大衡村大衡字平林62,022-345-5111
044440,色麻町,しかまちょう,981-4122,加美郡色麻町四竃字北谷地41,0229-65-2111
044458,加美町,かみまち,981-4292,加美郡加美町字西田3-5,0229-63-3111
045012,涌谷町,わくやちょう,987-0192,遠田郡涌谷町字新町裏153-2,0229-43-2111
045055,美里町,みさとまち,987-8602,遠田郡美里町北浦字駒米13,0229-33-2111
045811,女川町,おながわちょう,986-2261,牡鹿郡女川町女川浜字女川178番地　KK-8街区1画地,0225-54-3131
046060,南三陸町,みなみさんりくちょう,986-0725,本吉郡南三陸町志津川字沼田101,0226-46-2600
052019,秋田市,あきたし,010-8560,秋田市山王1-1-1,018-863-2222
052027,能代市,のしろし,016-8501,能代市上町1-3,0185-52-2111
052035,横手市,よこてし,013-8601,横手市中央町8-2,0182-35-2111
052043,大館市,おおだてし,017-8555,大館市字中城20,0186-49-3111
052060,男鹿市,おがし,010-0595,男鹿市船川港船川字泉台66-1,0185-23-2111
052078,湯沢市,ゆざわし,012-8501,湯沢市佐竹町1-1,0183-73-2111
052094,鹿角市,かづのし,018-5292,鹿角市花輪字荒田4-1,0186-30-0203
